id,category,carbs,calories,protein,fats,fiber,name,restaurant,alcohol,food_type,quantity,unit,old_quantity,show
13780,Miscellaneous,91,382,2,2,0,Frosted Flakes Zucaritas (Kellogs),local,0,veg,100,Gm,100,t
13781,Miscellaneous,62,404,12,9,0,Ancient Legends Porridge (Kellogs),local,0,veg,100,Gm,100,t
13782,Cereals,56,310,8,3,0,Five Wholegrain Muesli (Kellogs),local,0,veg,1,Cup,1,t
13783,Cereals,46,180,4,1,0,Fiber Plus Cereals (Kellogs),local,0,veg,1,Cup,1,t
13784,Cereals,60,493,7,24,0,Extra Milk Chocolate (Kellogs),local,0,veg,100,Gm,100,t
13785,Miscellaneous,25,133,0,3,0,Multi-Grain Strawberry (Kellogs),local,0,veg,1,Bar,1,t
13786,Cereals,76,379,14,1,0,Start (Cereals) (Kellogs),local,0,veg,100,Gm,100,t
13787,Cereals,84,387,5,2,0,Choco Krispies Xxl (Kellogs),local,0,veg,100,Gm,100,t
13788,Cereals,84,372,7,0,0,Cornflakes 100g (Kellogs),local,0,veg,1,Bowl,1,t
13789,Cereals,76,380,11,2,0,Cerealses Completes (Kellogs),local,0,veg,100,Gm,100,t
13790,Miscellaneous,75,405,2,10,0,Ricekrispies Treats Original (Kellogs),local,0,veg,100,Gm,100,t
13791,Miscellaneous,74,377,9,3,0,Miel Pops (Kellogs),local,0,veg,100,Gm,100,t
13792,Cereals,0,500,0,0,0,Cornflakes With Milk (Kellogs),local,0,veg,100,Gm,100,t
13793,Miscellaneous,58,307,6,5,0,Muslix Maple Raisin (Kellogs),local,0,veg,1,Cup,1,t
13794,Cereals,47,190,6,2,0,Kellogs Smart Start (Kellogs),local,0,veg,1,Cup,1,t
13795,Miscellaneous,0,92,0,0,0,Honey Joys (Kellogs),local,0,veg,1,Bar,1,t
13796,Cereals,25,110,1,1,0,"Fruit Loops '"Sooper Loopers'" (Kellogs)",local,0,veg,1,Cup,1,t
13797,Miscellaneous,17,90,0,2,0,Krispie Treat (Kellogs),local,0,veg,1,Bar,1,t
13798,Cereals,87,373,6,0,0,Cornflakes - Strawberry (Kellogs),local,0,veg,100,Gm,100,t
13799,Miscellaneous,73,369,11,3,0,Mini Mix (Kellogs),local,0,veg,100,Gm,100,t
13800,Poultry Products,19,180,9,7,0,Breakfast Sandwich Egg Spinache (Kellogs),local,0,veg,1,Sandwich,1,t
13801,Cereals,18,90,1,2,0,Spesial K Blueberry Bar (Kellogs),local,0,veg,1,Bar,1,t
13802,Cereals,23,124,7,3,0,Kellogs Heart To Heart Oats (Kellogs),local,0,veg,100,Gm,100,t
13803,Cereals,80,370,7,2,0,Musli Tres Cerealses (Kellogs),local,0,veg,100,Gm,100,t
13804,Cereals,78,378,9,2,0,Moon And Stars Cereals (Kellogs),local,0,veg,100,Gm,100,t
13805,Cereals,32,133,2,0,0,Cereals/Smacks (Kellogs),local,0,veg,1,Cup,1,t
13806,Cereals,69,380,8,6,0,Fruit And Fibre (Kellogs),local,0,veg,100,Gm,100,t
13807,Cereals,25,119,1,1,0,Strawberry And Blueberry Twist (Kellogs),local,0,veg,1,Bar,1,t
13808,Cereals,120,380,2,1,0,Corn Flakes Plain (Kellogs),local,0,veg,100,Gm,100,t
13809,Miscellaneous,46,333,5,9,0,Craclin Oat Bran (Kellogs),local,0,veg,1,Cup,1,t
13810,Cereals,72,406,12,7,0,Cereals (Kellogs Fitness),local,0,veg,1,Bowl,1,t
13811,Cereals,17,170,11,8,0,Vector. Protein (Kellogs),local,0,veg,1,Bar,1,t
13812,Cereals,0,227,0,0,0,Krave Cerial (Kellogs),local,0,veg,1,Cup,1,t
13813,Cereals,3,407,16,8,0,Cracker Crips (Kellogs),local,0,veg,100,Gm,100,t
13814,Cereals,86,387,5,2,0,Coco Pops Risociok (Kellogs),local,0,veg,100,Gm,100,t
13815,Cereals,73,376,8,3,0,Tropical (Kellogs Just Right),local,0,veg,100,Gm,100,t
13816,Cereals,46,267,5,9,0,Crackling Oatbrand Cereals (Kellogs),local,0,veg,1,Cup,1,t
13817,Cereals,26,110,2,0,0,Crispex - Canada (Kellogs),local,0,veg,1,Cup,1,t
13818,Cereals,62,471,6,21,0,Cerealsi Mix Fruit (Kellogs),local,0,veg,100,Gm,100,t
13819,Cereals,79,387,9,3,0,Special K Yogurt (Kellogs),local,0,veg,100,Gm,100,t
13820,Cereals,60,481,8,22,0,Extra Original (Corregido) (Kellogs),local,0,veg,100,Gm,100,t
13821,Miscellaneous,26,150,1,4,0,Cinnabon Bar (Kellogs),local,0,veg,1,Bar,1,t
13822,Miscellaneous,32,133,2,0,0,Honey Smaks (Kellogs),local,0,veg,1,Cup,1,t
13823,Cereals,19,80,1,0,0,Super Mario Fruitsnacks (Kellogs),local,0,veg,1,Pouch,1,t
13824,Miscellaneous,20,240,14,11,0,Flatbread Sandwich (Kellogs),local,0,veg,1,Sandwich,1,t
13825,Miscellaneous,71,380,11,4,0,Toppas Mini Choco (Kellogs),local,0,veg,100,Gm,100,t
13826,Miscellaneous,86,381,6,0,0,Rice Bubbles Aus (Kellogs),local,0,veg,100,Gm,100,t
13827,Miscellaneous,19,80,1,0,0,Phineas And Ferb Gummies (Kellogs),local,0,veg,1,Pouch,1,t
13828,Miscellaneous,17,110,4,3,0,Protien Almond Honey Bar (Kellogs),local,0,veg,1,Bar,1,t
13829,Miscellaneous,66,356,11,2,0,Nice Morning (Kellogs),local,0,veg,100,Gm,100,t
13830,Miscellaneous,64,560,12,28,0,Raisin Nut Mix (Market Basket),local,0,veg,1,Cup,1,t
13831,Milk and Milk Products,1,100,8,8,0,Provolone (Winco),local,0,veg,1,Slice,1,t
13832,Milk and Milk Products,12,130,8,5,0,Milk (Winco),local,0,veg,1,Cup,1,t
13833,Milk and Milk Products,0,338,0,37,0,Mayonnaise (Winco),local,0,veg,50,ml,50,t
13835,Other Vegetables,21,105,3,1,0,Corn (Winco),local,0,veg,1,Cup,1,t
13838,Milk and Milk Products,0,227,8,9,0,Yogurt (Winco),local,0,veg,1,Cup,1,t
13839,Meat Products,2,30,10,5,0,Bacon (Winco),local,0,nonveg,1,Slice,1,t
13840,Fruits,17,70,0,1,0,Blueberries (Winco),local,0,veg,1,Cup,1,t
13844,Miscellaneous,0,25,0,0,0,Popcorn (Winco),local,0,veg,1,Cup,1,t
13845,Milk and Milk Products,0,80,0,0,0,Cheese (Winco),local,0,veg,1,Slice,1,t
13846,Fruits,124,520,4,1,0,Raisins (Winco),local,0,veg,1,Cup,1,t
13851,Miscellaneous,57,300,12,6,0,Oatmeal (Winco),local,0,veg,1,Cup,1,t
13857,Nuts and Oilseeds,54,375,10,15,0,Granola (Winco),local,0,veg,1,Cup,1,t
13859,Miscellaneous,14,70,2,1,0,Wheat Bread (Winco),local,0,veg,1,Slice,1,t
13861,Fruits,17,70,1,0,0,Mixed Berries - Frozen (Winco),local,0,veg,1,Cup,1,t
13868,Nuts and Oilseeds,108,560,24,10,0,Steel Cut Oats (Winco),local,0,veg,1,Cup,1,t
13869,Fruits,18,80,1,0,0,Pineapple Chunks Frozen (Winco),local,0,veg,1,Cup,1,t
13872,Cereals,72,500,14,18,0,Honey Almond Granola (Winco),local,0,veg,1,Cup,1,t
13878,Fishes/Seafood,0,113,18,4,0,Trout ( Trout ),local,0,nonveg,1,piece,1,t
13880,Fishes/Seafood,3,450,63,21,0,Trout ( Steelhe ),local,0,nonveg,1,container,1,t
13882,Fishes/Seafood,0,140,20,6,0,Trout ( Safe Way ),local,0,nonveg,1,filet,1,t
13884,Fishes/Seafood,0,135,18,6,0,Smoked Trout ( Traders Joe'S ),local,0,nonveg,1,container,1,t
13887,Fruits,22,80,0,0,0,Apples ( Trout ),local,0,nonveg,1,medium,1,t
13891,Fishes/Seafood,0,1422,216,55,0,Steelhead Trout ( Wild ),local,0,nonveg,1,container,1,t
13894,Fishes/Seafood,0,164,15,5,0,Trout ( Dfac ),local,0,nonveg,1,piece,1,t
13896,Fishes/Seafood,2,280,42,12,0,Trout ( Meijer ),local,0,nonveg,1,container,1,t
13899,Fishes/Seafood,1,170,18,10,0,Oven Baked Trout ( Sodexo Campus ),local,0,nonveg,1,filet,1,t
13903,Fishes/Seafood,22,80,0,0,0,Trout Brand ( Red Delicious ),local,0,nonveg,1,apple,1,t
13904,Fishes/Seafood,3,450,63,21,0,Steelhead Trout ( Wal Mart ),local,0,nonveg,1,container,1,t
13905,Fishes/Seafood,5,322,31,18,0,Bodybuilding.Com ( Trout Almondine ),local,0,nonveg,1,trout,1,t
13906,Fishes/Seafood,25,1710,172,97,0,Barbequed Steelhead Trout ( Allrecepies.Com ),local,0,nonveg,1,container,1,t
13912,Fishes/Seafood,9,245,38,6,0,Blackened Trout ( Jm Cafe ),local,0,nonveg,1,serving,1,t
13914,Fishes/Seafood,18,700,56,46,0,Pecan Crusted Trout ( Heb ),local,0,nonveg,1,container,1,t
13915,Fishes/Seafood,22,80,0,0,0,Grany Smith Apple ( Trout ),local,0,nonveg,1,medium apple,1,t
13916,Fishes/Seafood,9,315,27,18,0,Fried Fish ( Generic Trout Battered And Fried ),local,0,nonveg,1,cup cooked,1,t
13917,Fishes/Seafood,13,163,0,0,0,Ale ( Trout Slayer ),local,0,nonveg,355,ml,355,t
13921,Fishes/Seafood,0,255,23,17,0,Marks And Spencer Trout Fillets ( Marks And Spencer ),local,0,nonveg,1,pack,1,t
13924,Fishes/Seafood,12,260,36,0,0,Cajun Rainbow Trout ( Whole Foods ),local,0,nonveg,1,fillet,1,t
13928,Fishes/Seafood,24,265,26,7,0,Lentil Soup With Beef ( Homemeade ),local,0,nonveg,1,cup,1,t
13929,Fishes/Seafood,21,173,14,1,0,Pork And Lentil Stew ( Homemade ),local,0,nonveg,1,cup,1,t
13934,Common Foods ,28,147,8,1,0,Tamatar Chana Dal (Rmade),local,0,veg,1,cup,1,t
13936,Common Foods ,13,138,4,9,0,Mutter Tamatar (Generic),local,0,veg,1,cup,1,t
13937,Common Foods ,21,149,6,3,0,Aloo Palak (Generic),local,0,veg,1,cup,1,t
13938,Common Foods ,21,97,3,12,0,Aloo Baingan (Homemade),local,0,veg,1,cup,1,t
13940,Common Foods ,32,50,6,7,0,Aloo Mutter (Homemade),local,0,veg,1,cup,1,t
13945,Common Foods ,7,40,3,0,0,Papad Jeera (One Papad) (Lijjat),local,0,veg,1,papad,1,t
13946,Common Foods ,28,97,0,0,0,Jeera Masala (Jeera Masala),local,0,veg,1,bottle,1,t
13948,Common Foods ,13,95,2,3,0,Jeera Khakra (Meenakshi),local,0,veg,1,khakra,1,t
13951,Miscellaneous,52,266,5,1,0,Pan (Pan),local,0,veg,20,gmsos,20,t
13954,Milk and Milk Products,7,282,14,22,0,Paneer (Swad),local,0,veg,100,grms,100,t
13955,Miscellaneous,54,245,6,0,0,Marraqueta (Pan),local,0,veg,90,g,90,t
13956,Miscellaneous,25,110,2,0,0,Arepa (Pan),local,0,veg,1,slice,1,t
13957,Miscellaneous,12,77,2,1,0,Pan Tostado ( Pan Tostado),local,0,veg,1,tostado,1,t
13958,Miscellaneous,6,210,8,17,0,Creamy Peanutbutter ( Peter Pan),local,0,veg,2,tbsp,2,t
13959,Miscellaneous,51,235,8,1,0,Pan (Casero),local,0,veg,96,gramo,96,t
13960,Miscellaneous,52,260,8,3,0,Pan (Comun),local,0,veg,100,gramos,100,t
13961,Miscellaneous,21,265,6,1,0,Barra (Pan),local,0,veg,1,eacion,1,t
13962,Miscellaneous,13,77,2,1,0,Pan Tostdo Integral (Bimbo),local,0,veg,1,rebanada,1,t
13963,Miscellaneous,4,347,20,27,0,Paneer (Everest),local,0,veg,100,g,100,t
13964,Miscellaneous,1,308,5,10,0,Bread (Pan),local,0,veg,1,piece,1,t
13967,Bakery Products,6,213,9,16,0,Keto Custard (Custard),local,0,nonveg,1,cup,1,t
13969,Bakery Products,19,235,4,16,0,Custard Filled Donut (Kroger),local,0,nonveg,1,donut,1,t
13970,Bakery Products,31,270,6,14,0,Coconut Sliced Pie (Publix),local,0,nonveg,1,slice,1,t
13972,Miscellaneous,18,160,11,6,0,Chikcen Goat Cheese Pizza (Chicken Got Cheese),local,0,nonveg,1,slice,1,t
13973,Fishes/Seafood,0,452,69,17,0,Goat Cheese Salmon (Eatthismuch),local,0,nonveg,1,fillet,1,t
13974,Miscellaneous,18,260,33,7,0,Fresh Tilapia Herb (Wegmans),local,0,nonveg,1,fillet,1,t
13975,Miscellaneous,0,112,23,2,0,Herbs Tilapia (Fresh),local,0,nonveg,1,fillet,1,t
13980,Poultry Products,1,238,14,19,0,Fresh Herb Omlette (Cooking Light),local,0,veg,1,omlet,1,t
13983,Miscellaneous,0,120,4,11,0,Bacon Chive Dip (Wegmans),local,0,nonveg,2,tbsp,2,t
13984,Miscellaneous,0,180,0,0,0,Shrimp And Chive Dumpling (Yushi),local,0,nonveg,1,small,1,t
13985,Meat Products,29,260,9,12,0,Pork Dumpling With Chives (Chinese),local,0,nonveg,6,pieces,6,t
13986,Meat Products,29,220,10,7,0,Pork And Chive Dumplings (Dds),local,0,nonveg,5,pieces,5,t
13987,Meat Products,26,252,9,12,0,Pork And Chives Dumplings (Hakka),local,0,nonveg,5,dumplings,5,t
13989,Fishes/Seafood,10,80,4,2,0,Shrimp And Chive Dumplings (Tandt),local,0,nonveg,1,piece,1,t
13992,Fishes/Seafood,38,250,19,2,0,Salmon With Basil (Lean Cuisine),local,0,nonveg,1,package,1,t
13994,Meat Products,33,250,20,8,0,Thai Basil Chicken (Homeamde),local,0,nonveg,1,cup,1,t
13997,Miscellaneous,16,135,4,5,0,Mawa Malai Khulfi (Mmm),local,0,veg,1,cup,1,t
14000,Miscellaneous,70,454,9,6,0,Mawa Toast ( Ajit),local,0,veg,1,piece,1,t
14002,Bakery Products,0,261,0,0,0,Desert Sweet Generic ( Mawa Cake ),local,0,veg,1,piece,1,t
14004,Bakery Products,51,462,8,25,0,Mawa Cake ( Shri Hari Bakers ),local,0,veg,1,pack,1,t
14005,Miscellaneous,3,45,2,2,0,Concentric Milk Solids,local,0,veg,1,tbsp,1,t
14006,Miscellaneous,53,400,11,16,0,Mawa Kachori ( Pride Of Jodhpuri ),local,0,veg,1,piece,1,t
14007,Miscellaneous,0,0,0,0,0,Italian Sauce Spice ( Mawa Andean Superfoods ),local,0,veg,13,tbsp,13,t
14010,Bakery Products,61,579,15,31,0,Mawa Mishri Alwar ( Indian ),local,0,veg,1,piece,1,t
14011,Miscellaneous,6,59,2,3,0,Peanut Crunch ( Mawa Chikki ) ( Samrat ),local,0,veg,1,piece,1,t
14012,Miscellaneous,73,1069,48,60,0,Khoa Mawa ( Nanak ),local,0,veg,1,container,1,t
14013,Meat Products,0,90,6,7,0,Italian Dry Salami ( Meat ),local,0,veg,6,slices,6,t
14014,Meat Products,1,100,7,8,0,Italian Dry Salami ( Gallo ),local,0,veg,5,slices,5,t
14015,Meat Products,1,100,7,7,0,Italian Dry Salami ( Kroger ),local,0,veg,5,slices,5,t
14016,Meat Products,0,450,30,35,0,Italian Dry Salami ( Margherita ),local,0,veg,1,container,1,t
14017,Meat Products,0,400,0,0,0,Salamis Italian ( Sandwhich ),local,0,veg,1,sandwhich,1,t
14018,Meat Products,0,1440,72,132,0,Large Italian Salami ( Bridgford ),local,0,veg,1,container,1,t
14019,Miscellaneous,10,130,12,5,0,Raita ( Cucumber Raita ),local,0,veg,1,cup,1,t
14021,Miscellaneous,4,32,2,1,0,Raita ( Homemade ),local,0,veg,1,tbsp,1,t
14022,Miscellaneous,2,11,1,0,0,Raita ( Generic ),local,0,veg,3,tbsp,3,t
14023,Miscellaneous,1,12,1,0,0,Cucumber Raita ( Aladdin Food ),local,0,veg,2,tbsp,2,t
14024,Miscellaneous,1,12,0,0,0,Tomato Onion Raita ( Flik ),local,0,veg,2,tbsp,2,t
14026,Miscellaneous,0,146,0,0,0,Raita ( Sainsburys ),local,0,veg,1,pot,1,t
14027,Miscellaneous,0,30,0,0,0,Cucumber Raita ( Zoe'S ),local,0,veg,1,slide,1,t
14028,Miscellaneous,0,100,0,0,0,Yogurt + Veg ( Raita ),local,0,veg,1,cup,1,t
14035,Miscellaneous,1,8,0,0,0,Raita ( Bilash ),local,0,veg,1,tbsp,1,t
14036,Miscellaneous,12,164,6,10,0,Boondi Ka Raita ( Homemade ),local,0,veg,1,cup,1,t
14040,Miscellaneous,1,12,1,0,0,Cucumber Raita ( Ameriserve ),local,0,veg,2,tbsp,2,t
14041,Miscellaneous,5,79,1,6,0,Raita ( Joyeces ),local,0,veg,1,portion,1,t
14043,Miscellaneous,2,80,0,7,0,Cucumber And Mint Raita ( Tesco ),local,0,veg,2,pot,2,t
14044,Miscellaneous,1,12,1,0,0,Cucumber Raita ( Fitz Vogt ),local,0,veg,2,tbsp,2,t
14048,Miscellaneous,4,73,2,5,0,Onion Raita ( Home Cooked ),local,0,veg,1,small bowl,1,t
14049,Miscellaneous,5,58,3,27,0,Vegetable Raita ( Homemade ),local,0,veg,1,small bowl,1,t
14052,Miscellaneous,16,170,10,7,0,Yogurt ( Raita Savory Yogurt ),local,0,veg,1,cup,1,t
14053,Miscellaneous,2,11,1,0,0,Raita ( Homemade ),local,0,veg,3,tbsp,3,t
14054,Miscellaneous,5,386,0,40,0,Raita ( Laila ),local,0,veg,300,ml,300,t
14056,Miscellaneous,1,14,1,0,0,Cucumber Raita ( Yogurt Salad ),local,0,veg,2,tbsp,2,t
14058,Miscellaneous,2,25,1,2,0,Raita ( Traders Joe ),local,0,veg,2,tbsp,2,t
14059,Miscellaneous,10,77,6,2,0,Cucumber Raita ( Paccon ),local,0,veg,1,serving,1,t
14061,Miscellaneous,20,162,8,5,0,Ghiya Raita ( Homemade ),local,0,veg,1,cup,1,t
14063,Miscellaneous,5,30,3,0,0,Pineapple Raita ( Sodexo ),local,0,veg,1,serving,1,t
14065,Miscellaneous,1,12,1,0,0,Cucumber Raita ( 43962.1 )( Flik ),local,0,veg,2,tbsp,2,t
14066,Miscellaneous,13,213,7,14,0,Raita Boondi ( My Ownn ),local,0,veg,1,cup,1,t
14069,Miscellaneous,5,51,2,2,0,Raita ( Side )(Masala Work ),local,0,veg,1,side,1,t
14071,Miscellaneous,1,14,1,0,0,Cucumber Raita (Yogurt Salasd) ( Fitz Vogt ),local,0,veg,2,tbsp,2,t
14072,Miscellaneous,14,95,5,2,0,Beetroot Yogurt Salad ( Beetroot Salad ),local,0,veg,1,large bowl,1,t
14074,Miscellaneous,4,253,2,25,0,Raita Dip ( Asda Raita ),local,0,veg,1,tub,1,t
14075,Miscellaneous,12,141,14,4,0,Red Pumpkin Raita ( Generic ),local,0,veg,1,cup,1,t
14077,Miscellaneous,0,142,0,0,0,Bathua Raita (Homemade),local,0,veg,1,bowl,1,t
14084,Miscellaneous,19,220,14,3,0,Kaddu Ka Raita ( Homemade ),local,0,veg,1,cup,1,t
14085,Miscellaneous,14,250,21,14,0,Capcicum Raita ( Homemade ),local,0,veg,1,cup prepared,1,t
14089,Miscellaneous,0,149,0,0,0,Raita Spread ( Generic ),local,0,veg,1,cup each,1,t
14090,Miscellaneous,11,150,0,8,0,Podina Raita Anhaar,local,0,veg,1,cup,1,t
14092,Miscellaneous,16,85,1,2,0,Carrots And Raita Dip ( Generic ),local,0,veg,2,large carrots,2,t
14094,Miscellaneous,20,263,10,16,0,Health Nut Salad ( Health Nut Cafe ),local,0,veg,1,salad,1,t
14095,Miscellaneous,18,77,0,0,0,Beep Pop ( Pure Natural Health ),local,0,veg,1,lollipop,1,t
14096,Miscellaneous,0,0,0,0,0,Bee Pollen ( American Healty And Nutrition ),local,0,veg,1,capsule,1,t
14097,Miscellaneous,32,250,18,6,0,Mediterranean ( Health Choice Cafe Steamers ),local,0,veg,1,meal,1,t
14101,Miscellaneous,2,103,2,7,0,Bee Pollen Granules (Manila Health ),local,0,veg,1,tbsp,1,t
14102,Miscellaneous,2,16,1,0,0,Bee Pollen ( Bee Pollen ),local,0,veg,1,tbsp,1,t
14103,Miscellaneous,45,567,37,28,0,Baja Wrap ( Halth Nut Cafe ),local,0,veg,1,wrap,1,t
14104,Meat Products,45,290,16,4,0,Pineapple Chicken ( Health Choice Cafe Steamers ),local,0,nonveg,1,meal,1,t
14105,Miscellaneous,19,140,2,6,0,Tortilla Chips ( Health Nut Cafe ),local,0,veg,10,chips,10,t
14107,Miscellaneous,45,300,25,5,0,Health Nut With Whey Protien ( Tropical Smoothie Cafe ),local,0,veg,3,cup,3,t
14108,Miscellaneous,49,476,31,19,0,Terlingua Wrap ( Health Nut Cafe ),local,0,veg,1,wrap,1,t
14110,Miscellaneous,9,120,20,1,0,Protien ( Muscle Tech Whey Protien ),local,0,veg,1,scoop,1,t
14111,Miscellaneous,15,200,20,8,0,Protien Bar ( Muscle Tech ),local,0,veg,1,bar,1,t
14112,Miscellaneous,9,15,0,0,0,Pre Work Out ( Muscle Tech ),local,0,veg,1,scoop,1,t
14113,Miscellaneous,9,140,20,1,0,Chocolate ( Muscle Tech ),local,0,veg,1,scoop,1,t
14114,Miscellaneous,3,170,30,4,0,Nitro Tech Ripped ( Muscle Tech ),local,0,veg,1,scoop,1,t
14115,Miscellaneous,3,110,24,0,0,Beef Protien ( Muscle Tech ),local,0,veg,1,scoop,1,t
14116,Miscellaneous,38,150,0,0,0,Cell Tech ( Muscle Tech ),local,0,veg,1,scoop,1,t
14117,Miscellaneous,0,0,0,0,0,Platinum Carnitine ( Muscle Tech ),local,0,veg,1,capsule,1,t
14118,Miscellaneous,9,170,30,1,0,Protien Powder ( Muscle Tech ),local,0,veg,1,haeding scoop,1,t
14119,Miscellaneous,4,130,24,1,0,Cookies And Cream ( Muscle Tech ),local,0,veg,1,scoop,1,t
14120,Miscellaneous,0,10,0,1,0,Cla ( Muscle Tech ),local,0,veg,2,tables,2,t
14121,Miscellaneous,9,170,30,1,0,Shake ( Muscle Tech Isolate ),local,0,veg,1,scoop,1,t
14122,Miscellaneous,4,130,24,1,0,Platinum Whey ( Muscle Tech ),local,0,veg,1,scoop,1,t
14123,Miscellaneous,3,130,25,2,0,Whey Chocolate ( Muscle Tech ),local,0,veg,1,scoop,1,t
14124,Miscellaneous,4,20,0,0,0,Shatter ( Muscle Tech ),local,0,veg,1,packet,1,t
14125,Miscellaneous,2,120,24,2,0,Protien Gold ( Muscle Tech ),local,0,veg,1,scoop,1,t
14127,Miscellaneous,24,240,22,7,0,Nitro Tech Cnc ( Muscle Tech ),local,0,veg,1,bar,1,t
14128,Miscellaneous,2,30,0,0,0,Diet Supplement ( Muscle Tech ),local,0,veg,1,cup,1,t
14129,Miscellaneous,2,100,24,0,0,Casein Protien ( Muscle Tech ),local,0,veg,1,scoop,1,t
14130,Miscellaneous,10,130,20,1,0,Anabolic Halo Chocolate ( Muscle Tech ),local,0,veg,1,scoop,1,t
14133,Miscellaneous,7,140,26,1,0,Strawberry Protien Shake ( Muscle Tech ),local,0,veg,1,scoop,1,t
14134,Miscellaneous,131,635,26,1,0,Mass Gainer ( Muscle Tech ),local,0,veg,2,scoop,2,t
14135,Miscellaneous,75,320,0,0,0,Creatine ( Muscle Tech ),local,0,veg,322,calories,322,t
14136,Miscellaneous,24,240,22,7,0,Nitro Tech Cinnamob Bun ( Muscle Tech ),local,0,veg,1,bar,1,t
14137,Miscellaneous,2,40,0,0,0,Amino Build ( Musle Tech ),local,0,veg,1,scoop,1,t
14138,Miscellaneous,0,0,0,0,0,Multi Vitamin ( Muscle Tech Platinum Multi Vitamin ),local,0,veg,3,tablets,3,t
14141,Miscellaneous,38,160,0,0,0,Post Workout ( Muscle Tech Cell Tech ),local,0,veg,1,scoop,1,t
14143,Miscellaneous,2,150,30,2,0,Whey Isolate (Muscle Tech),local,0,veg,1,scoop,1,t
14146,Miscellaneous,42,320,25,6,0,Meso Tech Complete ( Muscle Tech ),local,0,veg,1,bar,1,t
14147,Miscellaneous,26,270,20,9,0,Smart Protien Bar ( Uscle Tech ),local,0,veg,1,bar,1,t
14148,Miscellaneous,22,230,20,9,0,Gronk Bar ( Muscle Tech ),local,0,veg,1,bar,1,t
14149,Miscellaneous,4,160,30,2,0,Protien (Muscle Tech Iso ),local,0,veg,1,scoop,1,t
14152,Miscellaneous,7,150,26,2,0,Protien Shake ( Muscle Tech Jase 8 ),local,0,veg,1,scoop,1,t
14153,Miscellaneous,4,130,23,2,0,Chocolate ( Muscle Tech Protien Power,local,0,veg,1,scoop,1,t
14154,Miscellaneous,8,160,30,1,0,Vanilla Cremeprotien ( Muscl Tech ),local,0,veg,1,scoop,1,t
14156,Meat Products,2,195,20,12,0,Pork Luncheon Meat ( Alfarms Lunchleon Meat ),local,0,veg,2,slices,2,t
14159,Miscellaneous,19,100,5,0,0,Persarattu ( Rass ),local,0,veg,1,dosa,1,t
14162,Miscellaneous,15,83,2,1,0,Chapathi ( Rass ),local,0,veg,1,roti,1,t
14166,Miscellaneous,7,68,1,3,0,Thin Thepla (Rass ),local,0,veg,1,roti,1,t
14168,Miscellaneous,75,564,9,28,0,Oven Roasted Parsnip ( Rass ),local,0,veg,1,container,1,t
14177,Miscellaneous,16,79,2,0,0,Godumai Dosai ( Rass ),local,0,veg,1,dosai,1,t
14178,Miscellaneous,15,65,0,0,0,Am Rass ( Funduz ),local,0,veg,101,ml,101,t
14185,Miscellaneous,11,71,0,3,0,Lemon Butter Cream Frosting ( Crazy For Crust )( Rass ),local,0,veg,1,tbsp,1,t
14191,Miscellaneous,24,138,6,1,0,Bean Quinoa And Vegetable Patty ( Rass ),local,0,veg,1,patty,1,t
14194,Miscellaneous,12,80,1,3,0,Lemon Blueberry Cup Cake ( Rass ),local,0,veg,1,mini muffin,1,t
14200,Miscellaneous,6,49,0,2,0,Chocolate Whoopie Pies ( Rass ),local,0,veg,1,single cake,1,t
14201,Miscellaneous,33,242,3,11,0,Brownie Food 52 Vegan ( Rass ),local,0,veg,1,piece,1,t
14204,Miscellaneous,3,30,1,1,0,Baked Sev ( Tarla Dalal )(Rass),local,0,veg,1,tbsp,1,t
14212,Miscellaneous,13,82,0,3,0,Vegan Chocolate Cupcake,local,0,veg,1,cupcake,1,t
14213,Miscellaneous,9,82,1,4,0,Nancy Drew Blondies ( Sophiscated Gourmet ),local,0,veg,1,blondie,1,t
14215,Miscellaneous,9,120,0,9,0,Whipped Chocolate Ganache Frosting,local,0,veg,1,portion,1,t
14219,Bakery Products,29,155,1,3,0,Maple Nut Muffin ( Bake Or Break Blog ),local,0,veg,1,mini muffin,1,t
14221,Miscellaneous,19,132,0,5,0,3 Sweets ( Quality Street ),local,0,veg,3,sweet,3,t
14222,Miscellaneous,43,570,15,39,0,Dilbahar Chiwda ( Kaka Halwai ),local,0,veg,1,cup,1,t
14223,Miscellaneous,12,150,2,11,0,Snack ( Kaka Halwai ),local,0,veg,2,pieces,2,t
14224,Miscellaneous,9,67,0,3,0,Kaka ( Ballerina ),local,0,veg,1,piece,1,t
14225,Miscellaneous,19,119,0,4,0,Soan Papdi ( Soan Papdi Chandu Halwai ),local,0,veg,1,piece,1,t
14226,Miscellaneous,31,270,4,15,0,Candy ( Kaka ),local,0,veg,1,bar,1,t
14227,Miscellaneous,5,46,0,2,0,Kaka ( Ica ),local,0,veg,1,kaka,1,t
14228,Miscellaneous,22,205,0,11,0,Kaka ( Vaniljhjarta ),local,0,veg,1,st,1,t
14231,Miscellaneous,44,440,10,26,0,Kaka ( Tobleronekaka ),local,0,veg,100,serving,100,t
14232,Miscellaneous,4,130,0,1,0,Kaka ( Brago ),local,0,veg,1,kaka,1,t
14233,Miscellaneous,9,60,0,2,0,Kaka ( Singoalla ),local,0,veg,1,kaka,1,t
14234,Miscellaneous,6,52,0,3,0,Kaka ( God Biten ),local,0,veg,1,st,1,t
