id,category,carbs,calories,protein,fats,fiber,name,restaurant,alcohol,food_type,quantity,unit,old_quantity,show
11766,Miscellaneous,0,160,40,0,0,40 G,local,0,veg,1,shake,1,f
1,Miscellaneous,49,237,9,1,1,"Wheat, Bread (Brown)","",0,veg,100,gm,100,t
31364,Milscellaneous,27,158,3,6,0,dondakaya koora (homemade),local,0,veg,0,cup,0,t
31365,Milscellaneous,2,128,0,0,0,beerakaya koora (homemade),local,0,veg,0,cup,0,t
31366,Milscellaneous,1,72,0,7,0,anapakaya koora (generic),local,0,veg,30,gms,30,t
31367,Milscellaneous,6,48,2,2,0,broccoli koora (harish's),local,0,veg,100,gms,100,t
31368,Milscellaneous,35,565,17,23,0,chickpea koora (curry),local,0,veg,1,cup,1,t
31369,Milscellaneous,67,414,9,15,0,bangaladumpa upma koora (blue apron),local,0,veg,1,cup,1,t
31370,Milscellaneous,12,97,1,4,0,pulusu (raji's),local,0,veg,1,cup,1,t
31371,Milscellaneous,21,207,0,33,0,arvi pulusu (homemade),local,0,veg,1,cup,1,t
31372,Milscellaneous,24,145,2,4,0,bendakaya munakaya pulusu (homemade),local,0,veg,1,cup,1,t
31373,Milscellaneous,17,142,9,4,0,majjiga pulusu (homemade),local,0,veg,1,serving,1,t
31374,Milscellaneous,0,145,0,4,0,mukkula pulusu (homemade),local,0,veg,1,cup,1,t
31375,Milscellaneous,3,120,1,0,0,totakura pulusu (generic),local,0,veg,1,cup,1,t
31376,Milscellaneous,0,70,0,0,0,gummidika pulusu (homemade),local,0,veg,1,cup,1,t
31377,Milscellaneous,24,221,2,14,0,egg pulusu (swapna's),local,0,veg,1,whole,1,t
31378,Milscellaneous,10,230,37,2,0,chepala pulusu (homemade),local,0,veg,284,gms,284,t
31379,Milscellaneous,48,350,10,15,0,spring onion pulusu (homemade),local,0,veg,1,cup,1,t
31380,Milscellaneous,10,25,0,0,0,pachi pulusu (homemade),local,0,veg,0,cup,0,t
31381,Milscellaneous,11,120,5,4,0,majjiga pulusu (generic),local,0,veg,1,cup,1,t
31382,Milscellaneous,6,66,3,3,0,okra pachadi (eurest),local,0,veg,113,gms,113,t
31383,Milscellaneous,6,66,3,3,0,eggplant pachadi (eurest),local,0,veg,113,gms,113,t
31384,Milscellaneous,22,460,22,34,0,peanut pachadi (homemade),local,0,veg,1,cup,1,t
31385,Milscellaneous,10,134,4,9,0,cabbage pachadi (salad),local,0,veg,168,gms,168,t
31386,Milscellaneous,54,328,12,8,0,tomato pachadi (generic),local,0,veg,1,cup,1,t
31387,Milscellaneous,8,191,3,16,0,brinjal pachadi (kopitiam),local,0,veg,68,gms,68,t
31388,Milscellaneous,0,250,0,0,0,manga pachadi (homemade),local,0,veg,1,cup,1,t
31389,Milscellaneous,8,35,0,0,0,chintakaya pachadi (generic),local,0,veg,1,tbsp,1,t
31390,Milscellaneous,7,60,3,2,0,tomato onion pachadi (eurest),local,0,veg,113,gms,113,t
31391,Milscellaneous,19,223,3,16,0,pineapple pachadi (homemade),local,0,veg,1,cup,1,t
31392,Milscellaneous,5,27,0,1,0,vellarika pachadi (homemade),local,0,veg,15,gms,15,t
31393,Milscellaneous,4,454,2,47,0,garlic pachadi (manjira),local,0,veg,1,portion,1,t
31394,Milscellaneous,27,102,0,0,0,banana vella pachadi (homemade),local,0,veg,0,cup,0,t
31395,Milscellaneous,27,110,0,0,0,mango pachadi (homemade),local,0,veg,100,gms,100,t
31396,Milscellaneous,4,462,2,27,0,manjira pachadi (homemade),local,0,veg,100,gms,100,t
31397,Milscellaneous,3,200,11,6,0,rasam (nourish),local,0,veg,1,cup,1,t
31398,Milscellaneous,48,296,10,6,0,rasam (maiyas),local,0,veg,1,cup,1,t
31399,Milscellaneous,5,25,1,0,0,rasam (vish),local,0,veg,100,ml,100,t
31400,Milscellaneous,13,70,2,1,0,rasam (homemade),local,0,veg,1,cup,1,t
31401,Milscellaneous,5,40,2,1,0,rasam (gits),local,0,veg,1,tbsp uncooked,1,t
31402,Milscellaneous,48,296,10,6,0,rasam (xpress),local,0,veg,100,gms,100,t
31403,Milscellaneous,13,86,5,1,0,tomato rasam (homemade),local,0,veg,1,cup,1,t
31404,Milscellaneous,0,6,0,0,0,rasam mulagutani (homemade),local,0,veg,131,gms,131,t
31405,Milscellaneous,22,180,6,8,0,mysore rasam (navi),local,0,veg,1,cup,1,t
31406,Milscellaneous,11,57,1,1,0,rasam rice (mtr),local,0,veg,100,gms,100,t
31407,Milscellaneous,4,45,2,2,0,"rasam tomato, garlic, lemon (rasam)",local,0,veg,1,cup,1,t
31408,Milscellaneous,15,146,11,4,0,lemon rasam soup (waitrose),local,0,veg,0,pot,0,t
31409,Milscellaneous,13,86,5,1,0,tomato rasam (home),local,0,veg,1,cup,1,t
31410,Milscellaneous,29,150,9,2,0,pappu charu (homemade),local,0,veg,1,cup,1,t
31411,Milscellaneous,0,300,18,3,0,andhra vulava charu (priya),local,0,veg,100,gms,100,t
31412,Milscellaneous,49,295,18,27,0,ulava charu (homemade),local,0,veg,0,cup cooked,0,t
31413,Milscellaneous,6,38,2,1,0,pesaru charu (generic),local,0,veg,28,gms,28,t
31414,Milscellaneous,49,295,18,3,0,vulava charu (priya),local,0,veg,1,cup,1,t
31415,Milscellaneous,155,200,36,15,0,pappu (home),local,0,veg,150,ml,150,t
31416,Milscellaneous,45,347,15,13,0,tomato pappu (home),local,0,veg,100,gms,100,t
31417,Milscellaneous,131,499,45,23,0,spinach pappu (homemade),local,0,veg,500,gms,500,t
31418,Milscellaneous,19,105,7,0,0,pesara pappu (home),local,0,veg,100,gms,100,t
31419,Milscellaneous,10,80,2,4,0,cabbage senaga pappu (generic),local,0,veg,178,gms,178,t
31420,Milscellaneous,38,102,13,4,0,palakura pappu (home),local,0,veg,1,cup,1,t
31421,Milscellaneous,20,250,1,1,0,pappu kudumulu (undrallu),local,0,veg,3,undrallu,3,t
31422,Milscellaneous,26,212,9,7,0,papau sambar (generic),local,0,veg,1,cup,1,t
31423,Milscellaneous,10,127,3,9,0,mysore bendekai gojju (homemade),local,0,veg,1,cup,1,t
31424,Milscellaneous,40,346,6,6,0,huggi and menthya gojju (combo),local,0,veg,1,cup,1,t
31425,Milscellaneous,0,0,0,0,0,gojju (homemade),local,0,veg,0,cup cooked,0,t
31426,Milscellaneous,27,160,3,5,0,gojju huli avalakki (avalakki),local,0,veg,100,gms,100,t
31427,Milscellaneous,0,85,0,0,0,tomato gojju (generic),local,0,veg,1,cup,1,t
31428,Milscellaneous,13,126,5,5,0,mulangi gojju (homemade),local,0,veg,1,cup,1,t
31429,Milscellaneous,27,200,1,11,0,pineapple gojju (homemade),local,0,veg,0,cup cooked,0,t
31430,Milscellaneous,33,185,9,5,0,cucumber gojju (south indian),local,0,veg,0,cup cooked,0,t
31431,Milscellaneous,13,24,2,0,0,pongal gojju (homemade),local,0,veg,100,gms,100,t
31432,Milscellaneous,10,150,2,11,0,hagalkaai gojju (homemade),local,0,veg,0,cup cooked,0,t
31433,Milscellaneous,0,40,0,0,0,methi gojju (home),local,0,veg,1,tbsp,1,t
31434,Sugar,20,250,2,18,0,mysore pak (krishna Sugar),local,0,veg,1,piece,1,t
31435,Sugar,40,574,3,50,0,mysore pak (lal),local,0,veg,100,gms,100,t
31436,Sugar,41,467,0,32,0,mysore pak (anand bhog),local,0,veg,1,piece,1,t
31437,Sugar,7,92,0,6,0,maiyas (mysore pak),local,0,veg,15,gms,15,t
31438,Sugar,23,124,0,3,0,mysore pak (anand),local,0,veg,1,piece,1,t
31439,Sugar,26,197,2,9,0,mysore pak (indian),local,0,veg,1,piece,1,t
31440,Sugar,12,154,1,11,0,mysore pak (nandini milk dairy),local,0,veg,25,gms,25,t
31441,Sugar,24,210,3,11,0,mysore masala dosa (udupi),local,0,veg,1,piece,1,t
31442,Sugar,69,509,5,23,0,mysore pak (asha sweet center),local,0,veg,101,gms,101,t
31443,Sugar,26,190,5,7,0,mysore masala dosa (udipi),local,0,veg,1,dosa,1,t
31444,Sugar,5,64,1,4,0,mysore bendekai gojju (home),local,0,veg,0,cup,0,t
31445,Milscellaneous,8,77,2,3,0,medu wada (mysore woodlands),local,0,veg,1,piece,1,t
31446,Milscellaneous,12,70,3,1,0,mysore bonda (rest),local,0,veg,1,ball,1,t
31447,Milscellaneous,13,60,1,0,0,mysore mamra (fyve elements),local,0,veg,1,cup,1,t
31448,Beverages Non Alcoholic,0,0,0,0,0,kokum (kvl),local,0,veg,5,gms,5,t
31449,Beverages Non Alcoholic,6,320,1,0,0,juice (kokum),local,0,veg,100,ml,100,t
31450,Beverages Non Alcoholic,12,48,0,0,0,kokum syrup (mapro),local,0,veg,100,ml,100,t
31451,Beverages Non Alcoholic,12,50,0,0,0,kokum juice (paper boat),local,0,veg,100,ml,100,t
31452,Beverages Non Alcoholic,29,118,0,0,0,kokum (eurest),local,0,veg,1,cup,1,t
31453,Beverages Non Alcoholic,12,48,0,0,0,kokum soda (natureola),local,0,veg,100,ml,100,t
31454,Beverages Non Alcoholic,0,276,12,24,0,kokum mild pepperoni (pepperette),local,0,veg,50,gms,50,t
31455,Beverages Non Alcoholic,208,809,0,0,0,koku crush (mapro),local,0,veg,1,cup,1,t
31456,Beverages Non Alcoholic,57,241,0,1,0,kokum syrup (raj),local,0,veg,500,ml,500,t
31457,Beverages Non Alcoholic,3,138,1,12,0,homemade kokum curry (sol kadhi),local,0,veg,1,cup,1,t
31458,Beverages Non Alcoholic,67,269,0,0,0,kokum syrup (pure berry),local,0,veg,100,ml,100,t
31459,Beverages Non Alcoholic,0,170,10,5,0,sol kadhi (homemade),local,0,veg,1,cup,1,t
31460,Beverages Non Alcoholic,65,258,0,0,0,kokum cordial (mala's),local,0,veg,100,gms,100,t
31461,Beverages Non Alcoholic,5,50,0,0,0,kokum black wet (swad),local,0,veg,5,gms,5,t
31462,Sugar,108,653,7,21,0,sheera (just eat),local,0,veg,140,gms,140,t
31463,Sugar,76,396,11,4,0,tikhat sheera (dhanashree),local,0,veg,100,gms,100,t
31464,Sugar,68,380,13,7,0,rava besan sheera (home),local,0,veg,1,bowl,1,t
31465,Sugar,70,440,21,8,0,moong sheera (gruha ufyog),local,0,veg,100,gms,100,t
31466,Sugar,0,41,0,1,0,low fat sheera (coolray),local,0,veg,1,ball,1,t
31467,Milscellaneous,24,172,3,7,0,uttapam (plain),local,0,veg,1,piece,1,t
31468,Milscellaneous,36,170,5,1,0,uttapam (patidar),local,0,veg,50,gms,50,t
31469,Milscellaneous,30,210,3,10,0,uttapam (scc),local,0,veg,1,piece,1,t
31470,Milscellaneous,36,230,7,5,0,uttapam (mtr),local,0,veg,1,piece,1,t
31471,Milscellaneous,33,160,5,0,0,uttapam (gits),local,0,veg,1,uttapam,1,t
31472,Milscellaneous,30,200,4,5,0,veg uttapam (home),local,0,veg,1,uttapam,1,t
31473,Milscellaneous,25,160,4,5,0,onion uttapam (udipi),local,0,veg,1,piece,1,t
31474,Milscellaneous,24,170,3,7,0,onion uttapam (generic),local,0,veg,1,piece,1,t
31475,Milscellaneous,21,328,6,19,0,chitale bandhu (shev),local,0,veg,100,gms,100,t
31476,Milscellaneous,42,578,11,40,0,garlic shev (yo-yo),local,0,veg,100,gms,100,t
31477,Sugar,28,218,3,9,0,caramello (cadbury),local,0,veg,45,gms,45,t
31478,Sugar,10,90,1,5,0,chocolate (cadbury),local,0,veg,3,squares,3,t
31479,Sugar,20,129,1,5,0,dinky decker's (cadbury),local,0,veg,6,pieces,6,t
31480,Sugar,44,303,3,12,0,blondie (cadbury),local,0,veg,1,bar,1,t
31481,Sugar,18,115,0,3,0,fudge (cadbury),local,0,veg,1,bar,1,t
31482,Sugar,25,180,2,8,0,chocolate egg (cadbury),local,0,veg,1,egg,1,t
31483,Sugar,6,48,0,3,0,chocolate roses (cadbury),local,0,veg,1,sweet,1,t
31484,Sugar,28,250,2,14,0,boost (cadbury),local,0,veg,1,bar,1,t
31485,Sugar,29,230,3,10,0,picnic (cadbury),local,0,veg,1,bar,1,t
31486,Sugar,14,125,1,6,0,favourites (cadbury),local,0,veg,2,pieces,2,t
31487,Sugar,19,199,2,12,0,wispa (cadbury),local,0,veg,36,gms,36,t
31488,Sugar,11,95,1,5,0,snack! (cadbury),local,0,veg,2,biscuits,2,t
31489,Sugar,10,95,1,5,0,freddo (cadbury),local,0,veg,1,bar,1,t
31490,Sugar,19,160,2,8,0,fingers (cadbury),local,0,veg,6,cookies,6,t
31491,Sugar,25,250,4,14,0,starbar (cadbury),local,0,veg,1,bar,1,t
31492,Sugar,5,37,0,1,0,eclairs (cadbury),local,0,veg,1,sweet,1,t
31493,Sugar,16,110,0,4,0,chomp (cadbury),local,0,veg,1,bar,1,t
31494,Sugar,28,190,2,8,0,chocolate mini eggs (cadbury),local,0,veg,12,pieces,12,t
31495,Sugar,8,80,1,4,0,daim (cadbury),local,0,veg,3,chunks,3,t
31496,Sugar,25,228,2,12,0,twirl (cadbury),local,0,veg,2,fingers,2,t
31497,Sugar,14,105,1,4,0,animals (cadbury),local,0,veg,12,pieces,12,t
31498,Sugar,23,170,1,8,0,chocolate creme egg (cadbury),local,0,veg,1,pieces,1,t
31499,Sugar,28,185,0,7,0,crunchy (cadbury),local,0,veg,40,gms,40,t
31500,Sugar,18,119,0,4,0,curlywurly (cadbury),local,0,veg,26,gms,26,t
31501,Sugar,9,85,1,4,0,timeout (cadbury),local,0,veg,1,fingers,1,t
31502,Sugar,25,160,2,6,0,candy (cadbury),local,0,veg,4,units,4,t
31503,Sugar,33,220,2,10,0,rolos (cadbury),local,0,veg,1,tube,1,t
31504,Sugar,10,95,1,5,0,freddies (cadbury),local,0,veg,1,bar,1,t
31505,Sugar,0,255,0,0,0,buttons (cadbury),local,0,veg,72,gms,72,t
31506,Sugar,26,250,5,14,0,wunderbar (cadbury),local,0,veg,1,riegel,1,t
31507,Sugar,32,290,5,17,0,wonderbar (cadbury),local,0,veg,1,bar,1,t
31508,Sugar,24,150,2,6,0,creme boi (cadbury),local,0,veg,34,gms,34,t
31509,Sugar,31,206,3,8,0,moro (cadbury),local,0,veg,44,gms,44,t
31510,Sugar,8,84,0,5,0,daily milk with oreo (cadbury),local,0,veg,3,chunks,3,t
31511,Sugar,16,76,1,0,0,bournvita (cadbury),local,0,veg,2,tsp,2,t
31512,Sugar,14,140,1,8,0,dream (cadbury),local,0,veg,4,squares,4,t
31513,Sugar,67,495,5,22,0,pebbles (cadbury),local,0,veg,100,gms,100,t
31514,Sugar,8,80,1,4,0,with daim (cadbury),local,0,veg,3,chunks,3,t
31515,Sugar,11,82,1,3,0,shorties (cadbury),local,0,veg,1,biscuit,1,t
31516,Sugar,28,210,3,10,0,minieggs (cadbury),local,0,veg,17,eggs,17,t
31517,Sugar,17,161,2,9,0,roundie (cadbury),local,0,veg,1,biscuit,1,t
31518,Sugar,35,264,2,12,0,drifter (cadbury),local,0,veg,1,bar,1,t
31519,Sugar,33,240,2,10,0,snowballs (cadbury),local,0,veg,50,gms,50,t
31520,Sugar,10,83,1,3,0,wheaties (cadbury),local,0,veg,1,biscuit,1,t
31521,Sugar,21,180,2,11,0,crunchhums (cadbury),local,0,veg,35,gms,35,t
31522,Sugar,9,60,0,2,0,teacakes (cadbury),local,0,veg,1,teacake,1,t
31523,Sugar,7,45,0,1,0,gems (cadbury),local,0,veg,11,gms,11,t
31524,Sugar,22,210,3,12,0,bubbly (cadbury),local,0,veg,1,mini bar,1,t
31525,Sugar,10,77,0,3,0,munch (cadbury),local,0,veg,1,bar,1,t
31526,Sugar,14,140,2,7,0,choc (cadbury),local,0,veg,5,squares,5,t
31527,Sugar,19,114,0,3,0,finger of fudge (cadbury),local,0,veg,1,bar,1,t
31528,Sugar,0,250,2,30,0,double decker (cadbury),local,0,veg,54,gms,54,t
31529,Sugar,31,228,3,9,0,gateau (cadbury),local,0,veg,1,slice,1,t
31530,Sugar,14,132,1,7,0,caramel easter egg (cadbury),local,0,veg,0,shell,0,t
31531,Sugar,24,200,3,10,0,whispers (cadbury),local,0,veg,40,gms,40,t
31532,Sugar,22,246,3,15,0,wholenut (cadbury),local,0,veg,1,bar,1,t
31533,Sugar,8,54,0,2,0,mello (cadbury),local,0,veg,1,biscuit,1,t
31534,Sugar,62,470,5,22,0,clusters (cadbury),local,0,veg,100,gms,100,t
31535,Sugar,17,119,1,4,0,clinkers (cadbury),local,0,veg,25,gms,25,t
31536,Sugar,32,278,2,15,0,tempo (cadbury),local,0,veg,53,gms,53,t
31537,Sugar,14,136,1,7,0,topdeck (cadbury),local,0,veg,25,gms,25,t
31538,Sugar,17,140,1,6,0,celebrations (cadbury),local,0,veg,3,pieces,3,t
31539,Sugar,3,10,0,0,0,endearmints (cadbury),local,0,veg,1,candy,1,t
31540,Sugar,10,80,1,3,0,digestive (cadbury),local,0,veg,1,biscuit,1,t
31541,Sugar,5,55,0,3,0,crispello (cadbury),local,0,veg,10,gms,10,t
31542,Sugar,33,240,0,10,0,snowbites (cadbury),local,0,veg,50,gms,50,t
31543,Sugar,27,300,5,18,0,hazelnut (cadbury),local,0,veg,55,gms,55,t
31544,Sugar,28,195,2,8,0,snacker (cadbury),local,0,veg,45,gms,45,t
31545,Sugar,10,60,0,2,0,treat size fudge (cadbury),local,0,veg,1,bar,1,t
31546,Sugar,42,267,2,9,0,whip (cadbury),local,0,veg,1,bar,1,t
31547,Sugar,15,131,1,6,0,humpty (cadbury),local,0,veg,25,gms,25,t
31548,Sugar,6,75,0,5,0,koko (cadbury),local,0,veg,1,truffle,1,t
31549,Sugar,7,72,1,5,0,dark (cadbury),local,0,veg,3,squares,3,t
31550,Sugar,2,25,0,1,0,fruit and nut bar (cadbury),local,0,veg,1,square,1,t
31551,Sugar,28,185,1,7,0,crunchie (cadbury),local,0,veg,40,gms,40,t
31552,Sugar,8,54,0,1,0,5 star (cadbury),local,0,veg,12,gms,12,t
31553,Sugar,22,183,2,9,0,nutties (cadbury),local,0,veg,35,gms,35,t
31554,Sugar,24,150,1,6,0,scereme egg (cadbury),local,0,veg,1,egg,1,t
31555,Sugar,25,210,4,12,0,top deck chocolate (cadbury),local,0,veg,42,gms,42,t
31556,Sugar,64,495,4,23,0,popcorn (cadbury),local,0,veg,100,gms,100,t
31557,Sugar,28,190,2,9,0,white mini eggs (cadbury),local,0,veg,40,gms,40,t
31558,Sugar,9,80,0,4,0,amazebites (cadbury),local,0,veg,17,gms,17,t
31559,Sugar,24,150,1,6,0,oeuf (cadbury),local,0,veg,1,oeuf,1,t
31560,Sugar,0,259,0,10,0,chockito (cadbury),local,0,veg,55,gms,55,t
31561,Sugar,54,489,5,25,0,lunchbar (cadbury),local,0,veg,100,gms,100,t
31562,Sugar,56,530,7,30,0,milk chocolate buttons (cadbury),local,0,veg,100,gms,100,t
31563,Sugar,17,141,2,6,0,deserts (cadbury),local,0,veg,1,pot,1,t
31564,Sugar,0,160,0,0,0,sticks (cadbury),local,0,veg,6,sticks,6,t
31565,Sugar,18,138,1,4,0,mandolin (cadbury),local,0,veg,28,gms,28,t
31566,Sugar,0,130,0,0,0,zamino (cadbury),local,0,veg,5,biscuits,5,t
31567,Sugar,5,49,0,2,0,chixo (cadbury),local,0,veg,1,pieces,1,t
31568,Sugar,21,160,0,7,0,brunchbar (cadbury),local,0,veg,1,bar,1,t
31569,Sugar,43,408,5,23,0,egg heads (cadbury),local,0,veg,1,egg,1,t
31570,Sugar,64,480,0,22,0,hereos (cadbury),local,0,veg,100,gms,100,t
31571,Sugar,21,210,3,12,0,dipped flakes (cadbury),local,0,veg,1,bar,1,t
31572,Sugar,16,103,0,3,0,rises (cadbury),local,0,veg,1,cup,1,t
31573,Sugar,60,523,8,29,0,dairy milk (cadbury),local,0,veg,20,pieces,20,t
31574,Sugar,13,133,2,8,0,almendras (cadbury),local,0,veg,5,cuadraditos,5,t
31575,Sugar,67,483,5,21,0,revels (cadbury),local,0,veg,100,gms,100,t
31576,common foods,18,110,2,3,0,parle g (biscuits),local,0,veg,5,pieces,5,t
31577,common foods,18,111,3,3,0,cookies (parle),local,0,veg,5,cookies,5,t
31578,common foods,79,434,7,9,0,rusk (parle),local,0,veg,100,gms,100,t
31579,common foods,21,157,2,6,0,cheeslings (parle),local,0,veg,32,gms,32,t
31580,common foods,88,451,8,14,0,glucose biscuit (parle),local,0,veg,1,packet,1,t
31581,common foods,41,310,4,14,0,krackjack (parle),local,0,veg,19,pieces,19,t
31582,common foods,36,250,2,11,0,hide and seek fab! (parle),local,0,veg,4,pieces,4,t
31583,common foods,72,477,7,17,0,magix (parle),local,0,veg,1,packet,1,t
31584,common foods,77,432,2,12,0,melody (parle),local,0,veg,100,gms,100,t
31585,common foods,22,120,2,2,0,premium rusk (parle),local,0,veg,3,pieces,3,t
31586,common foods,41,27,3,10,0,hide and seek (parle),local,0,veg,10,pieces,10,t
31587,common foods,22,120,2,2,0,real elaichi rusk (parle),local,0,veg,3,pieces,3,t
31588,common foods,98,45,0,0,0,poppins (parle),local,0,veg,1,packet,1,t
31589,common foods,43,240,4,6,0,marie biscuit (parle),local,0,veg,11,pieces,11,t
31590,common foods,42,250,3,8,0,jam in! (parle),local,0,veg,5,pieces,5,t
31591,common foods,48,550,16,32,0,namkeen (parle),local,0,veg,100,gms,100,t
31592,common foods,25,189,2,8,0,monaco (parle),local,0,veg,1,packet,1,t
31593,common foods,43,260,4,8,0,parle g gold (parle),local,0,veg,56,gms,56,t
31594,Beverages Non Alcoholic,16,65,0,0,0,frooti (parle),local,0,veg,100,ml,100,t
31595,common foods,56,568,6,35,0,wafers (parle),local,0,veg,1,packet,1,t
31596,Sugar,28,340,3,24,0,feast chocolate (kwality wall's),local,0,veg,100,ml,100,t
31597,Sugar,19,220,2,15,0,feast chocbar (kwality wall's),local,0,veg,100,ml,100,t
31598,Sugar,23,200,4,10,0,vanilla ice cream (kwality wall's),local,0,veg,1,cup,1,t
31599,Sugar,12,154,2,10,0,pista kulfeez (kwality wall's),local,0,veg,55,ml,55,t
31600,Sugar,29,192,4,6,0,strawberry cheesecake (kwality wall's),local,0,veg,100,gms,100,t
31601,Sugar,14,80,1,2,0,mango zap (kwality wall's),local,0,veg,65,ml,65,t
31602,Sugar,21,255,4,17,0,magnum almond (kwality wall's),local,0,veg,90,ml,90,t
31603,Sugar,15,130,3,6,0,ice cream (kwality wall's),local,0,veg,100,ml,100,t
31604,Sugar,26,200,4,9,0,cookies and cream (kwality wall's),local,0,veg,100,gms,100,t
31605,Sugar,24,207,3,10,0,double chocolate (kwality wall's),local,0,veg,1,cone,1,t
31606,Sugar,29,220,4,10,0,creme brulee (kwality wall's),local,0,veg,100,gms,100,t
31607,Sugar,12,100,2,4,0,cornetto (kwality wall's),local,0,veg,45,ml,45,t
31608,Sugar,25,210,4,10,0,choco xcess (kwality wall's),local,0,veg,100,gms,100,t
31609,Sugar,20,48,0,0,0,cola blast (kwality wall's),local,0,veg,1,serving,1,t
31610,Sugar,15,130,3,6,0,cassatta (kwality wall's),local,0,veg,100,ml,100,t
31611,Sugar,77,770,21,35,0,ice cream brick (kwality wall's),local,0,veg,1,brick,1,t
31612,Sugar,10,90,2,4,0,vanilla (kwality wall's),local,0,veg,80,ml,80,t
31613,Sugar,14,120,2,5,0,choco excess (kwality wall's),local,0,veg,100,ml,100,t
31614,Sugar,15,65,0,0,0,fruttare mango (kwality wall's),local,0,veg,65,gms,65,t
31615,Sugar,15,61,0,0,0,fruttare apple (kwality wall's),local,0,veg,65,gms,65,t
31616,Bakery Products,28,151,4,3,0,Garlic Naan Bread,local,0,veg,1,piece,1,t
31617,Miscellaneous,26,190,4,7,0,Ramen,local,0,nonveg,1,block,1,t
31618,Miscellaneous,1,184,37,2,0,Pulled Chicken,local,0,nonveg,1,cup,1,t
31619,Miscellaneous,45,210,4,0,0,Basmatti,local,0,veg,1,cup (uncooked),1,t
31620,Miscellaneous,2,160,6,0,0,Vigo Quinoa,local,0,veg,1,cup,1,t
31621,Miscellaneous,27,200,3,9,0,Walmart Potato Salad,local,0,veg,1,cup,1,t
31622,Miscellaneous,2,320,22,20,0,Cheese Salad,local,0,veg,28,gm,28,t
31623,Miscellaneous,20,119,3,2,0,Pasta Salad,local,0,veg,1,cup,1,t
31624,Miscellaneous,11,60,2,0,0,Mixed Vegetables,local,0,veg,1,cup,1,t
31625,Miscellaneous,21,100,3,1,0,Corn Veg,local,0,veg,1,cup,1,t
31626,Miscellaneous,1,8,0,0,0,Cuccumber,local,0,veg,0,cup,0,t
31627,Miscellaneous,27,150,5,3,0,Oat Meal,local,0,veg,1,cup,1,t
31628,Miscellaneous,7,30,0,0,0,Apple Slices,local,0,veg,0,cup,0,t
31629,Miscellaneous,21,80,0,0,0,Fried Apple,local,0,veg,0,cup,0,t
31630,Miscellaneous,13,200,3,15,0,Apple Crisp,local,0,veg,1,slice,1,t
31631,Miscellaneous,19,80,1,0,0,Mandarian Orange,local,0,veg,1,cup,1,t
31632,Miscellaneous,19,80,1,0,0,Mandarian Oranges,local,0,veg,1,cup,1,t
31633,Miscellaneous,6,26,0,0,0,Mango Pickled,local,0,veg,1,cup,1,t
31634,Miscellaneous,27,215,9,10,0,Giada Seed,local,0,veg,1,cup,1,t
31635,Miscellaneous,34,310,13,14,0,Supreme Pizza,local,0,nonveg,1,slice,1,t
31636,Miscellaneous,67,590,29,21,0,Chicken Mariachi Pizza,local,0,nonveg,1,large pizza,1,t
31637,Miscellaneous,41,360,16,15,0,Chicken Club Pizza,local,0,nonveg,0,pizza,0,t
31638,Miscellaneous,9,59,6,0,0,Palak Bhaji,local,0,veg,1,cup,1,t
31639,Miscellaneous,2,53,1,4,0,Shepu Bhaji,local,0,veg,1,cup cooked,1,t
31640,Miscellaneous,6,25,0,0,0,Gerber Puff,local,0,veg,1,cup,1,t
31641,Miscellaneous,28,340,6,22,0,Puff Pastry,local,0,veg,1,sheet,1,t
31642,Miscellaneous,24,110,2,1,0,Golden Puff,local,0,veg,2,cups,2,t
31643,Miscellaneous,24,110,2,0,0,Honey Wheat Puffs,local,0,veg,1,cup,1,t
31644,Miscellaneous,18,70,0,0,0,Chai Tea Concentrate,local,0,veg,1,cup,1,t
31645,Miscellaneous,22,90,0,0,0,Oregon Chai,local,0,veg,1,cup,1,t
31646,Miscellaneous,0,100,0,0,0,Dhundi Loki,local,0,veg,1,cup cooked,1,t
31647,Miscellaneous,0,1,0,0,0,Simla Mirchi And Besan Saute,local,0,veg,1,cup cooked,1,t
31648,Miscellaneous,1,9,0,0,0,Salssa Karlas,local,0,veg,1,cup,1,t
31649,Miscellaneous,0,54,0,0,0,Tuna Bake,local,0,veg,1,cup,1,t
31650,Miscellaneous,21,120,2,0,0,Hot And Spicy Chex Mix,local,0,veg,1,cup,1,t
31651,Miscellaneous,34,170,5,1,0,Spaetzel Maggie,local,0,veg,1,cup,1,t
2,Meat products,0,149,15,9,0,Chicken,"",0,nonveg,100,gm,100,t
31652,Miscellaneous,0,4,9,0,0,Seasoning Maggie,local,0,veg,0,club,0,t
31653,Miscellaneous,0,555,0,0,0,Soljanka Maggie,local,0,veg,1,package,1,t
31654,Miscellaneous,77,367,0,3,0,Brown Sona Masoori,local,0,veg,1,cup,1,t
31655,Miscellaneous,44,200,3,0,0,Balaji Gold Surti Rice,local,0,veg,1,cup,1,t
31656,Miscellaneous,72,515,73,46,0,Chicken Marsala Meal,local,0,nonveg,1,meal,1,t
31657,Miscellaneous,20,110,4,2,0,1 Loaf,local,0,veg,1,piece,1,t
31658,Miscellaneous,20,170,3,9,0,Almond Joy Custard,local,0,veg,1,cup,1,t
31659,Miscellaneous,16,120,5,4,0,Amritsari Chole,local,0,veg,1,pack,1,t
31660,Miscellaneous,0,70,0,0,0,Asda Custard,local,0,veg,0,carton,0,t
